size,time_micros
19600,8748
19700,8676
19800,8609
19900,7771
20000,7231
20100,7395
20200,7350
20300,6827
20400,7725
20500,7656
20600,7154
20700,6969
20800,9256
20900,9787
21000,9977
21100,9096
21200,8057
21300,7729
21400,8010
21500,7919
21600,8071
21700,8107
21800,7499
21900,8878
22000,8773
22100,10622
22200,12768
22300,10476
22400,9180
22500,8809
22600,8934
22700,8769
22800,7719
22900,7675
23000,7736
23100,7987
23200,8935
23300,8208
23400,8612
23500,8220
23600,7900
23700,8916
23800,10028
23900,11194
24000,8503
24100,8626
24200,8560
24300,8123
24400,8244
24500,8684
24600,8277
24700,8285
24800,8303
24900,9796
25000,10584
25100,13386
25200,8618
25300,9372
25400,21369
25500,15744
25600,41849
25700,19838
25800,10914
25900,10625
26000,20682
26100,10308
26200,10241
26300,10391
26400,10764
26500,11149
26600,13130
26700,22489
26800,14801
26900,12514
27000,18337
27100,22267
27200,13584
27300,10484
27400,9160
27500,9180
27600,9234
27700,9212
27800,9281
27900,9440
28000,9368
28100,9368
28200,9444
28300,10864
28400,10903
28500,10965
28600,9569
28700,9590
28800,9640
28900,10749
29000,10573
29100,13065
29200,12334
29300,10186
29400,9855
29500,13685
29600,11515
29700,10083
29800,10231
29900,15826
30000,12519
30100,11895
30200,12264
30300,11667
30400,10157
30500,10199
30600,10209
30700,10296
30800,10367
30900,10708
31000,12602
31100,14834
31200,14783
31300,15841
31400,14047
31500,11275
31600,14460
31700,15019
31800,11193
31900,11285
32000,11385
32100,11456
32200,11568
32300,11656
32400,11743
32500,11786
32600,13006
32700,16271
32800,13884
32900,12377
33000,12149
33100,12646
33200,16271
33300,15163
33400,12353
33500,13608
33600,14455
33700,15497
33800,17150
33900,16159
34000,12874
34100,12510
34200,18609
34300,16870
34400,16563
34500,14023
34600,12652
34700,13350
34800,14682
34900,13665
35000,14834
35100,14905
35200,17661
35300,14990
35400,12945
35500,13017
35600,17749
35700,18506
35800,14255
35900,14037
36000,14289
36100,14288
36200,14245
36300,32115
36400,21156
36500,15556
36600,15829
36700,16095
36800,16074
36900,19214
37000,18585
37100,15646
37200,13556
37300,14875
37400,18632
37500,13729
37600,15116
37700,15835
37800,13768
37900,14335
38000,13861
38100,14419
38200,14761
38300,14872
38400,18677
38500,16181
38600,14995
38700,14983
38800,14110
38900,20147
39000,16266
39100,15319
39200,19641
39300,17202
39400,15313
39500,15340
39600,14755
39700,19912
39800,17347
39900,15276
40000,19857
40100,18546
40200,15672
40300,15597
40400,15186
40500,16386
40600,15170
40700,20075
40800,16364
40900,15866
41000,22868
41100,16325
41200,15759
41300,20575
41400,16135
41500,16132
41600,16133
41700,15166
41800,15646
41900,15663
42000,15812
42100,22346
42200,16394
42300,15814
42400,16327
42500,18898
42600,21943
42700,15981
42800,16592
42900,16523
43000,16821
43100,16602
43200,16724
43300,16754
43400,16742
43500,16764
43600,16682
43700,22183
43800,17148
43900,15906
44000,16624
44100,16928
44200,16460
44300,16991
44400,17148
44500,17240
44600,16854
44700,16666
44800,17306
44900,18149
45000,16301
45100,20130
45200,20316
45300,16823
45400,17183
45500,16426
45600,17479
45700,19701
45800,21314
45900,17347
46000,18729
46100,18866
46200,18870
46300,19391
46400,17855
46500,18191
46600,17919
46700,17705
46800,17894
46900,17628
47000,18015
47100,18217
47200,17901
47300,18169
47400,18190
47500,17739
47600,18559
47700,18805
47800,18248
47900,23194
48000,18328
48100,17950
48200,17945
48300,18462
48400,18877
48500,24069
48600,22782
48700,19830
48800,18744
48900,18713
49000,18748
49100,19130
49200,18900
49300,20504
49400,23666
49500,21926
49600,18808
49700,19197
49800,17922
49900,18489
50000,19330
50100,18563
50200,18703
50300,18954
50400,19411
50500,19299
50600,19269
50700,19237
50800,19315
50900,19357
51000,19319
51100,23294
51200,21423
51300,19645
51400,19570
51500,19531
51600,19438
51700,19378
51800,21377
51900,24693
52000,23626
52100,19410
52200,22694
52300,22267
52400,19656
52500,24034
52600,20532
52700,20038
52800,20110
52900,20437
53000,20071
53100,20190
53200,21548
53300,19899
53400,20023
53500,20865
53600,20379
53700,19973
53800,19869
53900,19947
54000,20524
54100,20497
54200,20514
54300,20262
54400,20362
54500,20753
54600,21010
54700,25087
54800,20685
54900,20698
55000,22386
55100,25003
55200,20856
55300,20711
55400,22689
55500,25057
55600,20653
55700,20157
55800,21141
55900,21241
56000,20909
56100,20280
56200,21347
56300,21244
56400,25625
56500,22776
56600,21870
56700,21521
56800,21654
56900,21495
57000,21542
57100,21646
57200,21674
57300,21658
57400,21715
57500,22059
57600,21886
57700,22067
57800,27860
57900,21971
58000,22239
58100,22024
58200,22038
58300,22291
58400,22125
58500,22151
58600,27324
58700,22316
58800,26916
58900,24381
59000,22258
59100,22321
59200,22297
59300,22397
59400,24115
59500,26574
59600,22553
59700,28322
59800,23105
59900,22636
60000,23469
60100,28055
60200,22801
60300,27724
60400,24078
60500,23349
60600,23429
60700,28794
60800,25335
60900,22781
61000,23025
61100,22876
61200,23303
61300,22624
61400,25090
61500,25825
61600,23413
61700,23513
61800,23613
61900,23653
62000,23810
62100,31036
62200,29001
62300,23964
62400,24111
62500,24370
62600,24780
62700,24260
62800,24788
62900,24497
63000,24596
63100,24754
63200,25024
63300,31415
63400,25098
63500,25015
63600,25298
63700,25168
63800,25336
63900,25837
64000,25490
64100,29005
64200,31353
64300,27563
64400,26241
64500,26548
64600,26069
64700,26433
64800,38582
64900,32502
65000,36920
65100,29243
65200,29331
65300,35998
65400,34977
65500,31831
65600,27466
65700,32267
65800,29933
65900,27465
66000,28698
66100,28690
66200,36961
66300,29387
66400,28807
66500,29241
66600,29035
66700,28924
66800,30940
66900,29298
67000,30686
67100,30311
67200,27402
67300,27602
67400,30540
67500,30661
67600,27782
67700,27857
67800,27802
67900,29983
68000,38662
68100,27715
68200,27889
68300,28079
68400,33029
68500,29769
68600,26881
68700,26932
68800,28668
68900,29983
69000,29090
69100,28647
69200,28218
69300,29039
69400,28772
69500,28745
69600,29226
69700,28752
69800,28946
69900,28898
70000,35736
70100,28638
70200,28554
70300,29090
70400,29094
70500,32841
70600,30796
70700,32382
70800,30422
70900,28793
71000,28854
71100,29227
71200,32037
71300,34874
71400,32399
71500,29547
71600,36151
71700,35038
71800,31682
71900,31087
72000,31751
72100,29760
72200,29581
72300,29741
72400,29305
72500,30446
72600,29566
72700,37744
72800,37798
72900,33203
73000,39090
73100,32420
73200,36190
73300,31696
73400,31843
73500,28771
73600,30418
73700,30432
73800,30275
73900,33378
74000,33485
74100,31807
74200,32431
74300,33312
74400,30626
74500,31299
74600,32308
74700,39243
74800,32881
74900,31129
75000,31028
75100,34218
75200,33881
75300,30500
75400,34014
75500,33410
75600,30768
75700,35222
75800,35866
75900,31487
76000,31045
76100,31135
76200,31701
76300,31221
76400,31358
76500,31764
76600,31407
76700,31431
76800,31547
76900,31234
77000,30971
77100,31731
77200,36277
77300,31627
77400,31732
77500,31735
77600,32962
77700,36281
77800,31820
77900,31922
78000,32010
78100,31952
78200,33251
78300,39436
78400,34108
78500,31658
78600,37029
78700,33434
78800,31798
78900,31791
79000,32003
79100,32210
79200,37616
79300,39889
79400,32379
79500,32428
79600,40133
79700,32874
79800,32621
79900,38160
80000,32713
80100,32256
80200,32932
80300,35626
80400,39550
80500,34185
80600,32802
80700,33656
80800,33104
80900,40004
81000,32929
81100,33043
81200,40694
81300,33378
81400,33162
81500,34877
81600,35971
81700,34540
81800,36899
81900,33033
82000,38296
82100,39994
82200,33246
82300,33888
82400,40853
82500,33856
82600,39594
82700,33148
82800,33627
82900,33730
83000,34080
83100,34014
83200,33762
83300,34350
83400,34022
83500,33916
83600,38070
83700,35690
83800,41641
83900,34546
84000,34310
84100,34096
84200,33825
84300,33734
84400,41890
84500,37404
84600,34878
84700,34407
84800,34522
84900,34467
85000,34802
85100,34616
85200,34800
85300,35077
85400,34476
85500,34056
85600,34713
85700,34772
85800,43649
85900,39201
86000,34700
86100,35077
86200,35466
86300,35506
86400,34836
86500,34468
86600,42321
86700,35249
86800,35721
86900,37086
87000,41944
87100,34789
87200,35439
87300,35566
87400,35456
87500,42529
87600,35820
87700,35974
87800,36106
87900,38591
88000,44294
88100,35870
88200,35887
88300,36211
88400,35835
88500,41919
88600,36097
88700,36181
88800,35951
88900,36617
89000,36595
89100,43714
89200,41156
89300,36053
89400,36222
89500,36274
89600,36449
89700,36939
89800,36501
89900,36990
90000,36490
90100,36590
90200,36735
90300,36903
90400,36522
90500,39554
90600,39035
90700,37147
90800,37125
90900,36851
91000,36191
91100,42791
91200,36844
91300,50517
91400,36941
91500,37296
91600,36892
91700,37112
91800,37514
91900,37650
92000,38326
92100,37562
92200,37634
92300,37698
92400,37563
92500,37402
92600,38122
92700,37964
92800,37957
92900,38219
93000,44780
93100,43895
93200,38033
93300,37728
93400,40049
93500,37765
93600,37761
93700,38374
93800,38876
93900,38639
94000,38385
94100,39459
94200,45143
94300,39109
94400,38376
94500,39006
94600,43961
94700,38755
94800,48633
94900,39136
95000,39138
95100,45921
95200,38932
95300,39461
95400,39361
95500,38394
95600,39521
95700,39685
95800,38975
95900,38635
96000,41752
96100,48892
96200,39512
96300,44463
96400,45624
96500,39239
96600,39346
96700,39386
96800,39449
96900,38869
97000,39435
97100,39527
97200,40010
97300,39534
97400,40941
97500,39719
97600,39525
97700,39613
97800,39337
97900,39895
98000,42502
98100,41747
98200,39564
98300,41161
98400,44594
98500,39728
98600,40098
98700,40449
98800,48060
98900,42369
99000,51869
99100,45644
99200,41722
99300,40330
99400,47533
99500,46240
99600,41731
99700,40752
99800,43800
99900,53152
100000,41468
